,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
788,Argentina,"Oaky, smoky aromas are New World all the way. Heavily toasted and creamy on the palate, this hefty full-bodied Chardonnay tastes of wood resin, spiced apple and peach. Solid acidity keep this in line, while a lasting wave of toasty oak pushes the finish.",Bramare Marchiori Vineyard,90,46,Mendoza Province,Perdriel,,Michael Schachner,@wineschach,Viña Cobos 2015 Bramare Marchiori Vineyard Chardonnay (Perdriel),Chardonnay,Viña Cobos
789,Germany,"Fragrant notes of tangerine and yuzu peel abound on this citrusy dry Riesling. The palate is cutting and fresh, full of juicy white grapefruit and lime flavors. Light bodied yet satisfyingly thirst quenching, it finishes long with invigorating minerality.",Apollo Dry,90,29,Mosel,,,Anna Lee C. Iijima,,Von Schleinitz 2015 Apollo Dry Riesling (Mosel),Riesling,Von Schleinitz
790,US,"The variety is unmistakable, with notes of dried herb, dark cherry and espresso. The jammy fruit flavors are rich, with lightly grainy tannins and coffee notes on the finish. It shows a fine sense of balance.",Signature,90,17,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Barnard Griffin 2014 Signature Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Barnard Griffin
791,US,"Just one barrel was produced from the own-rooted vines planted almost 50 years ago. It's earthy and scented with a menthol/eucalyptus note, that carries on through. Cranberry flavor reflects the rather low alcohol, but there is no hint of unripeness or any vegetative character.",Chehalem Mountain Vineyard,90,85,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Beacon Hill 2013 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Beacon Hill
792,France,The 45% Cabernet Sauvignon in this wine gives it structure and aging potential. It is a ripe wine that is also stylish with attractive acidity and plenty of black-currant fruitiness. The wine is developing well and it should be ready to drink from 2018.,La Sérénité des Grands Chênes,90,30,Bordeaux,Médoc,,Roger Voss,@vossroger,Bernard Magrez 2012 La Sérénité des Grands Chênes  (Médoc),Bordeaux-style Red Blend,Bernard Magrez
793,US,"This wine is a blend of Sangiovese (66%), Cabernet Sauvignon (20%) and Syrah. The aromas are brooding, with notes of earth, toast, red fruit and spice. The palate brings tart tangy cranberry flavors that linger on the finish.",Tuttorosso,90,34,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),Red Blend,Brian Carter Cellars
794,US,"The nose of this wine combines this grape's best attributes: bright, crisp citrus redolent in grapefruit and Key lime, but with a tropical touch of guava and pineapple. The palate is broad and ripe but restrained enough, with plush mango and guava laid against a chalky backbone.",,90,22,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Buttonwood 2015 Grenache Blanc (Santa Ynez Valley),Grenache Blanc,Buttonwood
795,France,"This is the second wine from one of the group of chateaus with Corbin in their names. It is a tight wine, firm with tannins and with a concentrated texture and flavors of over-extraction. That said, the wine will probably develop over time into something serious with a dark, dense aftertaste.",Divin de Corbin,90,35,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Corbin 2014 Divin de Corbin  (Saint-Émilion),Bordeaux-style Red Blend,Château Corbin
796,France,"This is a perfumed wine, with mint flavors as well as blackberry fruits. There is still a dominant structure of tannins and the wood aging that will allow the wine to age well. The fruits give the wine weight while the aftertaste has great swathes of acidity. Drink from 2019.",,90,45,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Haut-Logat 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Haut-Logat
797,France,"Produced from 30-year-old vines, this 55% Cabernet Sauvignon wine is firm with tannins as well as black-currant fruit. It is balanced with the potential to become a fruity wine with a soft texture. The acidity will keep it crisp and on point. Drink from 2018.",,90,20,Bordeaux,Médoc,,Roger Voss,@vossroger,Château La Branne 2014  Médoc,Bordeaux-style Red Blend,Château La Branne
798,France,"With ripe Merlot dominating this fine, blackberry flavored wine, it is fruity and rich. The acidity gives a crisper edge to the wine while the tannins come from a dry core. It is a wine in progress, full of potential and likely to be ready to drink from 2018.",,90,17,Bordeaux,Fronsac,,Roger Voss,@vossroger,Château Mayne Vieil 2014  Fronsac,Bordeaux-style Red Blend,Château Mayne Vieil
799,France,"This 23-acre-estate is situated in the south of the Margaux appellation, close to classed growth Château Giscours. While not classified, it still has the ability to produce a fine ripe wine that also has great structure. Acidity and firm tannins are very present along with concentrated blackberry fruits. Drink this fine wine from 2019.",,90,45,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Mille-Roses 2012  Margaux,Bordeaux-style Red Blend,Château Mille-Roses
800,US,"With black cherry, blueberry, milk chocolate and balsamic reduction offsetting the light dill herbaceousness, this wine offers surprising depth for the affordable price. The texture is soft, yet the tannins stand up to the black cherry, charcoal and black-pepper flavors.",,90,20,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Chessman 2014 Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Chessman
801,US,"Made entirely from Syrah grown on its property across multiple vintages, and then cave-aged six years in American oak, this is a nice dessert wine, raisiny and brimming in Christmas spice. With plenty of body and acidity, it swims effortlessly and smoothly on the palate, a bite of decadence that will work well with rich cheeses.",Tawny Estate,90,50,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Deerfield Ranch NV Tawny Estate Syrah (Sonoma Valley),Syrah,Deerfield Ranch
802,France,"This is a firm wine, balancing some solid tannins with ripe red fruits. Still young, it is packed with fruitiness and with acidity that are centered around a firm core. Drink this stylish wine from 2018.",Le Griottier,90,22,Beaujolais,Juliénas,,Roger Voss,@vossroger,Domaine Franck Besson 2014 Le Griottier  (Juliénas),Gamay,Domaine Franck Besson
803,US,"Aromas of savory herbs, mineral, exotic spice and red fruit are followed by fruit flavors that are surprisingly restrained considering the warmth of the vintage. Tart acidity livens it up. It's green for the variety but still brings enjoyment.",Upright Klipsun Vineyard,90,39,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain),Merlot,Efeste
804,US,"The aromas of mineral, spice, toast, yellow apple and lemon pith are light but enchanting. The palate is medium bodied and refined, demonstrating judicious use of oak and a lengthy finish that shows some warmth.",Lola Evergreen Vineyard,90,35,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Efeste 2014 Lola Evergreen Vineyard Chardonnay (Ancient Lakes),Chardonnay,Efeste
805,US,"Bone dry and replete with skin flavors of pear and grapefruit pith, this is perfect for those who want to keep their alcohol consumption down without turning to a sweeter style of wine. Try it with grilled sausages and sauerkraut.",,90,15,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Firesteed 2012 Riesling (Oregon),Riesling,Firesteed
806,US,"Very smooth, almost thick, this is a rich wine in flavor and mouthfeel. It practically oozes over the palate, dripping with ripe pineapple, vanilla and cream, and coats every corner of the mouth before lingering through a long finish. It's full bodied, soft and concentrated.",Small Lot,90,27,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),Chardonnay,Iron Hub
807,Australia,"Without any new oak or lees stirring, this wine's sole focus is on the fruit. Pineapple, melon and peach notes are pure and striking, supported by just hints of vanilla and cream. This medium-bodied Chardonnay finishes in a flurry of tangerine and lime.",Farrago,90,66,Victoria,Mornington Peninsula,,Joe Czerwinski,@JoeCz,Kooyong 2013 Farrago Chardonnay (Mornington Peninsula),Chardonnay,Kooyong
808,Italy,"Aromas of ripe orchard fruit and chopped herb jump out of the glass. The savory palate serves up juicy Bartlett pear, green apple, citrus and a mint note while a hint of white almond adds depth. Very appealing.",Le Vele,90,32,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,Moncaro 2015 Le Vele  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Moncaro
809,Spain,"Mild raisin, black cherry, anise and burnt tire aromas lead to a plump, balanced palate that's full but not overloaded. Earthy baked black-fruit flavors show a hint of oaky coconut, while this Tempranillo finishes with depth and density.",Parcela 23,90,20,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Finca Constancia 2011 Parcela 23 Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Finca Constancia
810,US,"This wine opens with a confectionary nose, slowly unleashing its thick, concentrated richness of dark cherry and cassis on the palate. Between the layers are grippy tannins and shakes of meaty leather and black pepper. This could stand some time in a decanter or swirling in the glass before enjoying.",,90,125,California,Rutherford,Napa,Virginie Boone,@vboone,Aiken 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Aiken
811,Germany,"White blossom perfume accents notes of fresh lemon, lime and green melon in this aromatic Silvaner. While dry in style, it's refreshingly juicy on the palate, bursting with pristine citrus flavor tinged by edges of lime and lemon pith. Mouth filling and rich in texture, it clings lusciously through a long finish.",Castell,90,16,Franken,,,Anna Lee C. Iijima,,Castell 2015 Castell Silvaner (Franken),Silvaner,Castell
812,US,"This is a particularly expressive wine with lots of personality. It opens with aromas of cherry, tea and wood smoke, and tastes very dry and structured with vivid fruit acidity and tannins. Sour cherry and raspberry provide the fruit flavors.",Perli Vineyards,90,42,California,Mendocino Ridge,,Jim Gordon,@gordone_cellars,Donkey & Goat 2013 Perli Vineyards Syrah (Mendocino Ridge),Syrah,Donkey & Goat
813,Australia,"Built for early consumption, this blend of 59% Grenache, 22% Shiraz and 19% Mataro is lush and warm, offering chocolaty notes alongside hints of brown sugar, grilled meat and blueberries. Drink now–2022.",Cuvee Juveniles,90,22,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Torbreck 2013 Cuvee Juveniles Red (Barossa Valley),Red Blend,Torbreck
814,Italy,"Aromas of toasted oak, crushed blue flower, underbrush, espresso, licorice and toasted notes take center stage. There's not much fruit richness here so drink now before it fades.",,86,,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,Valdicava 2012  Rosso di Montalcino,Sangiovese,Valdicava
815,US,"All from Rosebud Vineyard, this moderately aromatic wine brings notes of herbs and pineapple, with Sémillon (15%) adding fig to the mix. The concentration doesn't seem all there and it needs a bit more acid to stand it up.",Soleil,86,18,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Finn Hill 2013 Soleil Sauvignon Blanc (Wahluke Slope),Sauvignon Blanc,Finn Hill
816,US,"While demure on the nose, this light-footed Gewürztraminer is pretty on the palate with delicate lychee and floral notes. Its unusually nervous and shy for it's variety, but refreshingly quaffable.",Pre-Emption Vineyard,86,22,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Keuka Spring 2013 Pre-Emption Vineyard Gewürztraminer (Finger Lakes),Gewürztraminer,Keuka Spring
817,Chile,"Earthy, lightly stewed aromas of plum and berry set up a lively but pinched and narrow palate with candied flavors of mixed red berry fruits. Additional red-fruit friendliness rolls onto the finish of this pleasant but basic Merlot.",Block Selection Reserve Block N. 10,86,12,Colchagua Valley,,,Michael Schachner,@wineschach,La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley),Merlot,La Playa
818,France,"The wine is warm and round, full of ripe berry fruits and soft tannins. It's ready to drink now with its full structure, balanced acidity and juicy aftertaste.",Belle Grâce,86,15,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Les Vins Aujoux 2013 Belle Grâce  (Beaujolais-Villages),Gamay,Les Vins Aujoux
819,France,"Soft, ripe and fruity, this is an immediately accessible, drinkable wine. It's soft with lemon and yellow fruits coming together to give a fresh, lively apéritif style of wine.",,86,9,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Mont Gravet 2013 Colombard (Côtes de Gascogne),Colombard,Mont Gravet
820,Spain,"Cherry and cassis aromas are a touch flat and jammy. This shows grabby tannins as well as loamy, earthy, lightly bitter flavors of black fruits. The finish lumbers along with size and tannic grip, but overall this blend of 65% Tempranillo, 25% Graciano and 10% Garnacha shows well.",Made With Organic Grapes,86,12,Northern Spain,Rioja,,Michael Schachner,@wineschach,Navardia 2013 Made With Organic Grapes  (Rioja),Tempranillo Blend,Navardia
821,Spain,"Bready aromas feature melon as the main fruit scent. This is chunky in feel, with moderate acidity and cut. Apple, melon and green-herb flavors finish with hints of toast, yeast and generic sweetness.",Brut,86,15,Catalonia,Cava,,Michael Schachner,@wineschach,Pata Negra NV Brut Sparkling (Cava),Sparkling Blend,Pata Negra
